mu,mu_built_in,mu_emp,met,nmi,nc_norm,gamma_mean,gamma_min,gamma_max
5,0.028,0.025,LD_ST,0.9526701663037703,1.1622,0,0,0
5,0.028,0.024,LD_ST,0.9432757967698663,1.1351,0,0,0
5,0.028,0.025,LD_ST,0.9452360044609646,1.1351,0,0,0
5,0.028,0.025,LD_ST,0.9554293366912296,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9536728124293332,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9496285482547318,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9547025787869351,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9617820881760949,1.1892,0,0,0
5,0.028,0.025,LD_ST,0.9600255639141986,1.1892,0,0,0
5,0.028,0.025,LD_ST,0.9600255639141986,1.1892,0,0,0
5,0.028,0.025,LD_ST,0.9536728124293332,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9470398056510199,1.1351,0,0,0
5,0.028,0.025,LD_ST,0.9554293366912296,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9536728124293332,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9528716573648409,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9536728124293332,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9529865646578715,1.1622,0,0,0
5,0.028,0.026,LD_ST,0.9608549585224047,1.1892,0,0,0
5,0.028,0.025,LD_ST,0.9561198131760412,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9600255639141986,1.1892,0,0,0
5,0.028,0.025,LD_ST,0.9574368213104869,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9536728124293332,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9600255639141986,1.1892,0,0,0
5,0.028,0.025,LD_ST,0.9536728124293332,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9564341751849238,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9536728124293332,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9547025787869351,1.1622,0,0,0
5,0.028,0.024,LD_ST,0.9432757967698663,1.1351,0,0,0
5,0.028,0.025,LD_ST,0.9590229177886355,1.1892,0,0,0
5,0.028,0.025,LD_ST,0.9536728124293332,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9562698693576158,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.950786970011995,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9536728124293332,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9536728124293332,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9526701663037703,1.1622,0,0,0
5,0.028,0.024,LD_ST,0.9422731506443032,1.1351,0,0,0
5,0.028,0.025,LD_ST,0.9600526841462373,1.1892,0,0,0
5,0.028,0.025,LD_ST,0.9554293366912296,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9547025787869351,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9562698693576158,1.1622,0,0,0
5,0.028,0.025,LD_ST,0.9564341751849238,1.1622,0,0,0
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0,0,0
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.018041,0,0.019
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.018041,0,0.019
5,0.028,0.025,LD_CCD,0.9536728124293332,1.1622,0.032014,0,0.13
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.032014,0,0.13
5,0.028,0.025,LD_CCD,0.9594721719069546,1.1892,0.02432,0,0.09440000000000032
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.02432,0,0.09440000000000032
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.014754,0,0.019
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.014754,0,0.019
5,0.028,0.026,LD_CCD,0.962947292683413,1.1892,0.026893,0,0.095
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.026893,0,0.095
5,0.028,0.025,LD_CCD,0.9594721719069546,1.1892,0.026542,0,0.104
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.026542,0,0.104
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.014951,0,0.015
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.014951,0,0.015
5,0.028,0.025,LD_CCD,0.9594721719069546,1.1892,0.025281,0,0.10220000000000004
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.025281,0,0.10220000000000004
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.018253000000000002,0,0.029
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.018253000000000002,0,0.029
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.015002,0,0.032
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.015002,0,0.032
5,0.028,0.025,LD_CCD,0.9594721719069546,1.1892,0.024403,0,0.09410000000000025
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.024403,0,0.09410000000000025
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.018001,0,0.029
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.018001,0,0.029
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.017896,0,0.023
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.017896,0,0.023
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.015888,0,0.028
5,0.028,0.024,LD_consRec,0.9431962334787718,1.1351,0.015888,0,0.028
5,0.028,0.026,LD_CCD,0.9616239394155431,1.1892,0.024937,0,0.074
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.024937,0,0.074
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.01514,0,0.019
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.01514,0,0.019
5,0.028,0.026,LD_CCD,0.962947292683413,1.1892,0.023197,0,0.032
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.023197,0,0.032
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.015649,0,0.029
5,0.028,0.025,LD_consRec,0.9549074256398997,1.1622,0.015649,0,0.029
5,0.028,0.026,LD_CCD,0.9604238960683665,1.1892,0.024254,0,0.087
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.024254,0,0.087
5,0.028,0.026,LD_CCD,0.962947292683413,1.1892,0.022331,0,0.021
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.022331,0,0.021
5,0.028,0.025,LD_CCD,0.9594721719069546,1.1892,0.024668,0,0.104
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.024668,0,0.104
5,0.028,0.025,LD_CCD,0.9594721719069546,1.1892,0.02598,0,0.093
5,0.028,0.026,LD_consRec,0.9629928762209614,1.1892,0.02598,0,0.093
5,0.028,0.027,LD_CCD,0.9608742025214989,1.2162,0.015505,0,0.028
5,0.028,0.026,LD_consRec,0.9607839468471684,1.2162,0.015505,0,0.028
5,0.028,0.026,LD_CCD,0.9586784506471613,1.2432,0.018199,0,0.021800000000000184
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.018199,0,0.021800000000000184
5,0.028,0.026,LD_CCD,0.962947292683413,1.1892,0.025069,0,0.035
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.025069,0,0.035
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.016608,0,0.032
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.016608,0,0.032
5,0.028,0.027,LD_CCD,0.9608742025214989,1.2162,0.016658,0,0.019
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.016658,0,0.019
5,0.028,0.025,LD_CCD,0.9594721719069546,1.1892,0.022496,0,0.076
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.022496,0,0.076
5,0.028,0.026,LD_CCD,0.962947292683413,1.1892,0.025541,0,0.053
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.025541,0,0.053
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.016483,0,0.03
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.016483,0,0.03
5,0.028,0.025,LD_CCD,0.9536728124293332,1.1622,0.031041,0,0.121
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1892,0.031041,0,0.121
5,0.028,0.026,LD_CCD,0.9583358694275657,1.2162,0.02751,0,0.104
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.02751,0,0.104
5,0.028,0.026,LD_CCD,0.9629928762209614,1.1892,0.025179,0,0.03940000000000032
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.025179,0,0.03940000000000032
5,0.028,0.027,LD_CCD,0.9608742025214989,1.2162,0.017097,0,0.027
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.017097,0,0.027
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.016637,0,0.028
5,0.028,0.025,LD_consRec,0.9574368213104869,1.1622,0.016637,0,0.028
5,0.028,0.026,LD_CCD,0.960523717803549,1.1892,0.022905,0,0.053
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.022905,0,0.053
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.017991,0,0.036
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.017991,0,0.036
5,0.028,0.025,LD_CCD,0.9536728124293332,1.1622,0.034685,0,0.14
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.034685,0,0.14
5,0.028,0.025,LD_CCD,0.9594721719069546,1.1892,0.027235,0,0.104
5,0.028,0.025,LD_consRec,0.9536728124293332,1.1622,0.027235,0,0.104
5,0.028,0.025,LD_CCD,0.9594721719069546,1.1892,0.024589,0,0.08520000000000028
5,0.028,0.025,LD_consRec,0.9549074256398997,1.1622,0.024589,0,0.08520000000000028
5,0.028,0.026,LD_CCD,0.9604238960683665,1.1892,0.027717,0,0.105
5,0.028,0.026,LD_consRec,0.9607839468471684,1.2162,0.027717,0,0.105
5,0.028,0.027,LD_CCD,0.959144384494484,1.2703,0.01007,0,0.009
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.01007,0,0.009
5,0.028,0.026,LD_CCD,0.962947292683413,1.1892,0.023636,0,0.084
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.023636,0,0.084
5,0.028,0.026,LD_CCD,0.962947292683413,1.1892,0.022814,0,0.042
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.022814,0,0.042
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.018428,0,0.032
5,0.028,0.026,LD_consRec,0.962947292683413,1.1892,0.018428,0,0.032
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.016618,0,0.023
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.016618,0,0.023
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.017413,0,0.034
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.017413,0,0.034
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.020044,0,0.032
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.020044,0,0.032
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.016911,0,0.032
5,0.028,0.026,LD_consRec,0.9618305833545426,1.1892,0.016911,0,0.032
5,0.028,0.026,LD_CCD,0.9608264026599703,1.2162,0.019889,0,0.034
5,0.028,0.059,LP_ST,0.8927596036342093,1.8919,0,0,0
5,0.028,0.061,LP_ST,0.881215959182135,1.9459,0,0,0
5,0.028,0.059,LP_ST,0.8939636092798676,1.8378,0,0,0
5,0.028,0.059,LP_ST,0.89198190719202,1.9459,0,0,0
5,0.028,0.059,LP_ST,0.8829036765276218,2,0,0,0
5,0.028,0.059,LP_ST,0.893106973596971,1.9459,0,0,0
5,0.028,0.061,LP_ST,0.8869815137655273,1.973,0,0,0
5,0.028,0.056,LP_ST,0.8907519963028128,1.8649,0,0,0
5,0.028,0.052,LP_ST,0.9028756953314164,1.7838,0,0,0
5,0.028,0.051,LP_ST,0.8969596046698959,1.8649,0,0,0
5,0.028,0.062,LP_ST,0.8773778876743293,2.0811,0,0,0
5,0.028,0.051,LP_ST,0.893382944982754,1.8378,0,0,0
5,0.028,0.063,LP_ST,0.8833504457126193,1.973,0,0,0
5,0.028,0.078,LP_ST,0.871370311386197,2.0541,0,0,0
5,0.028,0.063,LP_ST,0.8897851310746775,1.9459,0,0,0
5,0.028,0.072,LP_ST,0.8781894044970663,2.0541,0,0,0
5,0.028,0.047,LP_ST,0.9075312584741088,1.7838,0,0,0
5,0.028,0.058,LP_ST,0.891978008622934,1.8649,0,0,0
5,0.028,0.065,LP_ST,0.8889532058422973,1.9189,0,0,0
5,0.028,0.066,LP_ST,0.8845446192441052,1.9189,0,0,0
5,0.028,0.061,LP_ST,0.8822276098484927,1.8919,0,0,0
5,0.028,0.059,LP_ST,0.8854423839599129,2,0,0,0
5,0.028,0.046,LP_ST,0.8998627724850532,1.8108,0,0,0
5,0.028,0.056,LP_ST,0.8962033417066374,1.8649,0,0,0
5,0.028,0.053,LP_ST,0.8928699258763659,1.8649,0,0,0
5,0.028,0.047,LP_ST,0.9065988014793492,1.7297,0,0,0
5,0.028,0.061,LP_ST,0.8893411984259164,1.8378,0,0,0
5,0.028,0.053,LP_ST,0.8904268161972739,1.8649,0,0,0
5,0.028,0.059,LP_ST,0.8902491079581594,1.8919,0,0,0
5,0.028,0.06,LP_ST,0.8931256627762525,1.8378,0,0,0
5,0.028,0.038,LP_ST,0.9194185975085366,1.5676,0,0,0
5,0.028,0.053,LP_ST,0.9042115397629938,1.7568,0,0,0
5,0.028,0.042,LP_ST,0.9149659195336856,1.7027,0,0,0
5,0.028,0.062,LP_ST,0.8876906857180717,2.027,0,0,0
5,0.028,0.058,LP_ST,0.8925407883978738,1.8919,0,0,0
5,0.028,0.05,LP_ST,0.9023524290704749,1.8108,0,0,0
5,0.028,0.07,LP_ST,0.8821833395342145,1.973,0,0,0
5,0.028,0.076,LP_ST,0.8723804221440751,2.0811,0,0,0
5,0.028,0.061,LP_ST,0.8810369381126261,1.8919,0,0,0
5,0.028,0.053,LP_ST,0.895317682518917,1.8108,0,0,0
5,0.028,0.061,LP_ST,0.8824671622915724,1.9459,0,0,0
5,0.028,0.061,LP_ST,0.8899661479262424,2,0,0,0
5,0.028,0.044,LP_ST,0.9107669179782116,1.7297,0,0,0
5,0.028,0.08,LP_ST,0.8638162000216342,2.1081,0,0,0
5,0.028,0.066,LP_ST,0.8814317329105787,1.9459,0,0,0
5,0.028,0.047,LP_ST,0.9126926892326724,1.7297,0,0,0
5,0.028,0.055,LP_ST,0.8992998959482591,1.8649,0,0,0
5,0.028,0.055,LP_ST,0.8959033138705469,1.8919,0,0,0
